ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
360571,5,0,38,0,0,0,0,0,10,0
360572,0,0,0,0,0,0,0,0,0,0
360573,0,0,0,19,11,0,0,0,0,0
360574,0,0,0,0,0,0,0,6,0,0
360575,6,6,6,6,6,6,6,6,6,6
360576,0,0,0,0,0,0,0,0,0,0
360577,0,0,0,0,3,0,0,0,0,0
360578,0,0,0,0,0,0,0,0,0,0
360579,7,0,0,0,0,0,0,0,0,0
360580,0,0,0,0,0,0,0,0,0,0
360581,21,15,19,12,9,0,18,3,11,7
360582,23,0,0,9,12,0,0,0,8,0
360583,0,0,0,0,0,0,0,0,0,0
360584,21,8,28,0,21,0,17,12,18,0
360585,0,0,0,0,0,0,0,0,0,0
360586,0,0,0,0,0,0,14,0,8,0
360587,0,0,0,0,0,0,0,0,23,0
360588,0,0,0,0,0,0,0,0,0,0
360589,5,12,11,19,0,0,13,0,2,0
360590,15,15,15,15,15,15,15,15,15,15
360591,0,0,9,0,13,4,14,19,0,19
360592,0,21,0,0,25,30,0,0,23,0
360593,0,0,0,0,0,15,0,0,0,0
360594,3,32,15,0,0,6,0,6,0,0
360595,0,9,0,28,0,17,0,0,13,3
360596,0,0,0,0,0,0,0,0,33,0
360597,0,0,0,0,0,0,0,0,0,0
360598,0,30,0,0,15,0,21,6,0,0
360599,0,0,0,0,0,23,0,17,18,0
360600,23,23,23,23,23,23,23,23,23,23
360601,0,0,0,0,0,0,0,0,0,0
360602,0,0,0,19,0,12,13,0,0,12
360603,0,0,0,0,0,0,0,0,0,0
360604,0,0,0,0,15,0,0,0,0,0
360605,0,0,0,0,0,0,0,0,0,7
360606,0,8,0,0,0,0,0,0,0,0
360607,0,0,0,8,11,16,27,0,31,0
360608,0,0,0,0,0,0,0,0,0,0
360609,19,0,0,0,22,5,17,0,28,11
360610,0,0,0,0,0,0,0,0,0,0
360612,31,31,31,31,31,31,31,31,31,31
360613,0,0,0,0,0,0,0,0,0,0
360614,5,0,0,0,15,0,21,17,0,21
360615,17,17,17,17,17,17,17,17,17,17
360616,25,25,25,25,25,25,25,25,25,25
360617,0,0,20,0,0,33,14,0,0,0
360618,22,22,22,22,22,22,22,22,22,22
360619,5,5,5,5,5,5,5,5,5,5
360620,0,0,0,9,0,7,0,0,22,0
360621,28,0,0,0,0,10,0,0,0,11
360622,13,24,16,0,0,15,0,0,14,0
360623,0,0,14,0,0,0,0,0,0,10
360624,0,0,0,0,0,0,0,0,0,0
360625,0,18,0,0,0,0,0,0,0,0
360626,0,0,0,0,0,0,0,0,0,0
360627,0,0,0,0,0,0,0,0,0,0
360628,6,0,0,0,0,11,0,0,0,0
360629,0,0,0,0,0,0,0,0,0,0
360630,23,23,23,23,23,23,23,23,23,23
360632,0,0,0,0,0,0,0,0,0,0
360633,0,0,0,0,0,0,0,0,0,0
360634,0,0,0,0,0,0,0,0,0,0
360635,0,20,8,14,26,13,17,0,0,0
360636,0,0,0,0,0,0,0,0,0,0
360637,0,0,0,0,0,0,0,0,0,0
360638,0,0,0,0,0,26,0,0,0,0
360639,0,21,0,0,0,0,8,0,0,0
360640,8,24,0,13,17,13,4,0,0,6
360641,24,0,0,7,0,11,0,10,0,0
360642,0,0,0,0,0,0,19,0,0,7
360643,0,0,0,0,0,0,0,0,0,0
360644,0,14,0,0,35,10,24,0,0,0
360645,0,0,0,0,0,0,0,0,0,0
360646,0,0,0,0,0,0,0,0,0,0
360647,0,0,0,0,10,13,0,0,0,0
360648,0,0,18,0,0,0,0,11,0,0
360649,21,21,21,21,21,21,21,21,21,21
360650,0,0,0,0,0,0,0,0,0,0
360651,17,17,17,17,17,17,17,17,17,17
360652,25,25,25,25,25,25,25,25,25,25
360653,0,0,20,26,5,0,25,0,0,14
360654,8,8,8,8,8,8,8,8,8,8
360655,0,0,0,0,0,0,0,0,0,0
360656,0,21,0,0,0,16,0,0,0,0
360657,10,20,6,0,0,14,24,14,0,0
360658,10,0,0,0,9,0,0,0,0,0
360659,0,0,0,0,0,0,0,0,0,0
360660,0,0,0,0,0,0,0,0,0,0
360661,0,0,0,0,0,0,0,0,0,0
360662,0,0,0,0,0,0,0,11,8,0
360663,0,0,0,0,0,0,0,0,0,0
360664,0,0,0,7,0,0,21,0,0,25
360665,0,0,0,0,0,0,0,0,0,0
360666,2,2,2,2,2,2,2,2,2,2
360667,0,0,0,0,0,0,0,0,0,0
360669,9,9,25,2,2,2,2,11,2,2
360670,12,25,0,0,4,0,0,0,0,0
360671,0,0,0,0,0,0,0,0,0,0
360672,26,26,31,26,30,26,26,26,26,26
360673,0,0,0,0,0,0,0,0,0,0
360674,5,5,5,5,5,5,5,5,5,5
360675,29,29,29,29,29,29,29,29,29,29
360676,0,0,0,0,0,0,0,0,0,0
360677,0,0,0,0,13,0,0,0,0,0
360678,0,13,0,0,0,0,0,0,0,0
360679,0,18,12,8,27,0,11,0,9,0
360680,4,27,20,4,4,4,4,4,4,4
360681,0,0,0,0,0,0,0,0,0,0
360682,8,20,26,34,14,11,0,0,26,0
360683,14,14,14,14,14,14,14,14,14,14
360684,0,0,0,0,0,0,0,0,0,0
360685,1,1,1,1,1,1,1,1,1,1
360686,14,0,0,0,0,0,0,0,0,0
360687,0,0,24,0,0,28,0,12,0,0
360688,0,0,0,0,0,0,0,0,0,0
360689,0,0,0,0,0,0,0,0,0,0
360690,0,0,0,0,0,0,0,0,0,0
360691,0,0,0,0,0,0,0,0,0,0
360692,0,0,0,10,0,17,0,22,0,23
360693,0,0,16,11,15,0,13,19,0,0
360695,0,0,0,0,0,0,0,0,0,0
360696,0,0,0,0,0,0,0,0,0,0
360697,0,0,0,0,0,0,0,0,0,0
360699,0,24,0,0,0,0,0,22,23,0
360700,0,1,28,0,17,0,0,45,0,0
360701,16,7,20,15,16,17,3,9,10,16
360702,0,0,0,0,0,0,0,0,0,0
360703,34,7,0,0,0,0,0,0,0,0
360704,0,27,0,0,0,0,0,0,0,16
360706,0,0,0,0,0,0,0,0,0,0
360707,0,0,0,0,0,0,0,0,0,0
360708,0,0,0,0,0,0,0,0,0,0
360709,26,26,26,26,26,26,26,26,26,26
360710,0,0,0,0,0,0,0,0,0,0
360711,0,0,0,16,0,0,0,0,0,13
360712,0,0,0,0,0,0,0,0,0,0
360713,0,0,0,0,0,0,0,0,14,0
360714,3,13,8,3,3,32,3,3,3,3
360715,0,0,0,0,14,0,0,0,0,0
360716,0,0,0,0,0,0,0,0,0,0
360717,14,0,0,0,0,15,0,0,22,0
360718,0,0,0,0,0,0,0,0,0,33
360719,8,0,31,18,0,0,22,26,9,15
360720,0,0,0,0,0,0,0,0,0,0
360721,0,0,0,0,4,17,0,0,0,0
360722,0,0,0,21,0,0,0,0,0,0
360723,9,0,27,14,0,18,9,21,0,0
360724,20,20,20,20,20,20,20,20,20,20
360725,0,0,0,0,0,0,0,0,0,0
360726,0,0,0,19,0,0,0,0,0,0
360727,0,0,0,0,0,0,40,14,0,0
360728,0,0,8,0,0,0,0,0,0,0
360729,0,0,0,7,0,0,0,0,0,0
360730,0,0,0,13,0,0,0,0,0,0
360731,4,0,0,0,16,16,3,0,0,0
360732,0,0,16,0,0,0,0,27,0,0
360733,0,0,3,0,15,0,0,18,0,0
360734,16,0,8,0,7,0,1,9,0,0
360735,25,10,0,2,21,13,4,24,4,10
360736,25,0,19,8,0,0,0,0,0,0
360737,0,0,6,0,24,0,22,0,12,27
360738,27,27,27,27,27,27,27,27,27,27
360739,0,0,0,0,0,0,0,0,0,0
360740,24,0,6,0,0,0,28,0,0,0
360741,0,0,0,0,0,0,0,0,0,0
360742,0,0,0,0,0,0,0,0,0,0
360743,36,0,19,0,0,0,29,0,0,6
360744,22,22,22,22,22,22,22,22,22,22
360745,0,0,0,0,0,0,0,0,0,0
360747,0,0,0,0,0,0,0,0,0,0
360748,0,0,0,0,20,15,15,7,0,13
360749,0,0,0,0,0,0,0,18,0,0
360750,0,0,0,0,0,0,0,0,0,0
360752,18,18,18,18,18,18,18,18,18,18
360753,0,0,0,35,17,11,15,0,17,0
360754,0,10,0,24,9,0,31,7,0,5
360755,14,29,40,19,29,16,11,17,23,20
360756,0,0,0,0,0,0,0,25,0,0
360757,6,0,0,0,23,0,0,0,0,0
360758,18,18,18,18,18,18,18,18,18,18
360759,0,0,0,0,0,0,0,0,0,0
360760,10,0,0,0,0,0,0,0,0,0
360761,14,22,1,16,13,1,25,22,1,1
360762,0,0,0,0,0,29,29,0,0,0
360763,9,3,0,0,17,0,10,23,24,0
360764,11,0,0,0,0,12,0,0,0,13
360765,0,0,0,0,0,0,0,0,0,0
360766,0,0,0,24,0,0,0,0,0,0
360767,0,0,0,0,0,0,0,0,0,0
360768,0,0,0,0,0,0,0,0,0,0
360769,0,0,0,0,0,0,0,0,8,0
360771,17,0,0,0,0,0,0,0,0,0
360772,27,0,0,0,0,0,0,0,0,0
360773,0,0,0,0,0,0,0,0,0,0
360774,0,0,0,0,0,0,0,0,0,0
360775,9,0,0,0,0,0,8,0,0,0
360776,0,0,0,0,0,0,0,8,0,0
360777,34,0,17,0,19,26,17,15,18,34
360778,22,8,30,12,18,17,19,16,0,24
360779,0,37,12,27,11,29,13,10,0,15
360780,0,0,0,0,0,0,0,0,0,0
360781,17,22,21,16,32,17,11,12,18,6
360782,0,0,0,0,0,0,0,0,0,0
360783,0,0,0,0,0,0,0,14,0,0
360784,26,26,26,26,26,26,26,26,26,26
360785,7,19,7,7,5,9,25,16,8,20
360787,0,0,0,0,0,0,0,0,0,0
360788,0,0,0,0,0,0,0,0,0,0
360789,12,0,11,9,0,0,27,15,10,22
360790,0,0,0,0,0,0,0,0,0,21
360791,0,0,10,0,15,0,0,0,0,17
360792,0,0,9,0,0,7,0,0,0,0
360793,0,0,0,0,0,0,0,0,0,0
360794,0,0,0,0,0,0,0,0,0,0
360796,0,0,0,15,0,0,0,0,0,0
360797,0,0,0,0,0,0,0,0,0,0
360798,0,0,16,8,0,0,0,0,0,0
360799,0,0,0,0,0,0,0,0,0,0
360800,0,0,0,0,13,17,0,16,0,0
360801,16,16,16,16,16,16,16,16,16,16
360802,0,0,9,16,17,3,0,3,0,0
360803,0,0,0,0,20,0,0,11,0,0
360804,0,0,0,0,0,12,0,0,0,0
360805,0,0,0,0,0,0,0,0,0,0
360806,0,0,0,0,0,0,0,5,0,0
360807,26,0,0,0,0,0,0,0,0,0
360808,16,16,16,16,16,16,16,16,16,16
360809,0,0,0,0,0,0,0,0,0,0
360810,0,0,0,0,0,0,0,0,0,0
360811,7,0,0,0,0,0,12,0,0,0
360812,0,0,0,0,0,0,0,0,0,0
360813,0,0,0,0,0,0,0,8,25,0
360814,0,0,0,0,0,0,0,0,0,0
360815,6,6,6,6,6,6,6,6,6,6
360816,0,0,0,0,0,0,0,0,0,0
360817,2,2,2,2,2,2,2,2,2,2
360818,0,5,0,0,0,0,0,0,0,0
360819,0,0,0,0,0,0,17,0,0,0
360820,0,0,0,0,0,10,0,0,0,0
360822,0,0,0,22,0,0,0,0,0,0
360823,15,15,15,15,15,15,15,15,15,15
360824,0,0,0,0,0,0,13,0,0,0
360825,17,21,0,19,16,13,19,5,36,0
360826,0,0,0,0,0,0,0,0,0,0
360827,0,0,0,0,0,0,0,0,0,0
360828,0,14,0,0,0,0,0,0,0,0
360829,0,0,0,0,0,0,0,0,0,0
360830,11,11,17,11,11,11,17,11,11,20
360831,0,14,1,0,20,24,35,0,13,0
360832,0,0,0,0,35,0,0,0,0,13
360833,1,1,1,1,1,1,1,1,1,1
360834,0,0,0,15,12,2,0,15,0,0
360835,0,0,0,0,0,22,0,0,0,0
360836,0,0,0,0,0,0,0,0,0,0
360837,0,0,0,0,0,0,0,0,0,0
360838,0,0,0,0,0,0,0,0,0,0
360839,0,0,0,0,0,0,13,0,0,0
360840,0,0,0,0,0,0,0,0,0,0
360841,25,26,0,0,0,0,0,24,0,21
360842,0,39,3,12,22,28,6,23,21,20
360843,0,0,0,0,0,0,0,0,0,0
360844,18,18,18,18,18,18,18,18,18,18
360845,0,0,0,0,0,0,0,0,0,0
360846,21,0,0,15,0,0,0,0,0,0
360847,0,0,0,0,0,0,0,0,0,0
360848,0,0,0,13,0,0,0,0,0,0
360849,29,15,0,23,0,11,16,16,0,0
360850,21,0,0,0,11,0,0,19,0,0
360851,26,26,26,26,26,26,26,26,26,26
360852,0,0,0,9,0,0,0,0,0,0
360853,2,2,2,2,2,2,2,2,2,2
360854,27,33,0,0,28,0,0,0,0,0
360855,0,0,14,16,33,2,23,0,0,10
360856,18,12,6,41,22,15,10,11,21,9
360857,0,0,0,0,0,0,0,0,0,29
360858,0,0,19,0,0,4,0,0,0,0
360859,0,0,0,0,11,8,0,0,0,0
360860,0,38,0,0,0,0,0,0,0,15
360861,0,0,0,0,13,0,17,0,13,15
360862,0,0,0,0,0,0,0,0,0,0
360863,0,0,0,0,0,0,0,0,0,31
360864,0,0,21,17,0,21,0,14,14,0
360865,0,12,0,16,0,0,10,0,0,0
360866,0,0,11,0,10,0,0,0,24,26
360867,0,0,0,0,0,0,0,0,16,0
360868,9,9,9,9,9,9,9,9,9,9
360869,12,16,0,0,0,0,16,0,0,0
360870,0,0,0,0,0,0,0,0,0,0
360871,20,15,8,15,9,11,12,0,29,0
360872,0,0,0,0,0,0,0,0,0,0
360873,0,0,0,0,0,0,0,0,0,0
360874,4,0,0,0,0,0,9,18,0,0
360876,0,0,13,9,0,21,21,0,0,14
360877,0,0,21,0,0,0,0,0,0,13
360878,22,0,0,0,0,0,0,0,25,0
360880,2,2,2,2,2,2,2,2,2,2
360881,28,0,0,0,0,0,0,0,0,0
360882,25,0,0,0,0,0,0,0,0,0
360883,0,0,0,16,0,0,8,0,0,0
360884,21,21,21,21,21,21,21,21,21,21
360885,28,24,0,0,30,13,0,11,27,17
360886,0,0,0,0,15,15,0,20,31,0
360887,0,0,0,0,0,0,14,0,0,0
360888,0,0,0,13,0,12,0,6,0,0
360889,0,0,0,4,0,0,0,8,0,26
360890,0,0,27,0,0,0,0,0,0,0
360891,0,0,0,0,0,0,0,7,0,0
360892,0,0,0,12,0,13,23,22,0,0
360893,0,0,9,23,0,0,0,24,0,0
360894,0,0,16,0,0,19,13,19,12,0
360895,0,0,0,0,0,0,0,0,0,0
360896,0,0,0,0,0,0,0,0,0,36
360897,0,0,0,0,0,0,27,0,0,0
360898,22,22,22,22,22,22,22,22,22,22
360899,0,0,0,0,0,0,13,0,0,0
360900,0,0,11,0,0,0,0,0,0,15
360901,0,0,17,0,6,0,0,0,0,0
360902,8,9,30,18,0,11,0,15,9,11
360903,0,13,0,17,0,0,22,0,9,13
360904,0,17,8,13,0,0,0,8,0,0
360905,0,0,5,0,23,0,0,0,8,0
360906,0,0,18,0,8,0,0,21,24,0
360907,0,0,0,0,0,3,0,0,0,0
360908,14,19,27,26,25,16,19,16,18,9
360909,18,18,18,18,18,18,18,18,18,18
360910,0,0,0,0,0,0,0,0,0,0
360911,11,11,11,11,24,11,11,34,11,11
360912,0,0,0,0,3,0,13,0,0,0
360913,0,0,0,0,0,0,0,0,0,0
360914,0,0,0,0,0,0,0,0,0,0
360915,0,0,0,0,0,0,0,0,0,0
360916,0,0,0,0,0,0,0,0,0,0
360917,0,0,22,5,13,11,25,0,19,0
360918,0,16,0,0,0,13,0,0,0,13
360919,0,0,0,0,0,10,53,0,16,8
360921,0,0,0,0,0,0,0,0,0,0
360922,0,0,0,0,0,14,0,0,0,0
360923,17,17,11,3,0,0,36,4,19,27
360924,36,36,36,36,36,36,36,36,36,36
360925,16,16,26,16,16,16,16,16,16,16
360926,0,0,0,0,0,0,0,0,0,0
360927,25,0,0,0,0,0,0,0,23,7
360928,0,0,0,0,0,0,0,0,0,0
360929,16,0,9,0,14,23,24,13,22,11
360930,0,0,0,0,13,0,7,0,0,13
360931,0,0,0,19,0,0,0,0,0,0
360932,0,0,0,0,15,0,0,0,0,0
360933,17,17,17,17,17,17,17,17,17,17
360934,22,0,0,0,0,7,0,0,0,0
360935,0,0,0,0,0,0,0,0,0,0
360936,0,0,0,0,0,0,0,0,0,0
360937,0,0,0,0,0,6,13,0,0,0
360938,0,8,0,0,0,14,26,22,0,0
360939,0,15,0,0,11,0,0,0,0,0
360940,0,0,0,0,0,0,0,0,0,0
360941,0,15,0,11,0,0,0,0,0,0
360943,0,0,0,7,0,0,6,0,0,0
360944,11,24,14,12,12,0,8,17,3,19
360945,0,0,0,0,0,0,0,0,0,0
360946,0,0,0,0,0,0,0,0,0,0
360947,0,10,0,0,0,17,0,10,0,0
360948,27,17,16,13,31,0,10,12,7,2
360949,0,0,0,0,0,0,0,0,0,0
360950,12,19,10,10,0,36,6,14,18,27
360951,0,0,0,0,0,0,0,0,0,0
360952,0,0,0,0,0,0,0,0,0,0
360953,0,0,0,0,0,0,0,0,0,0
360954,0,0,0,0,0,0,0,0,0,0
360955,0,0,15,0,0,35,0,0,0,0
360956,0,0,0,0,0,0,0,0,0,0
360957,31,10,0,0,0,25,0,19,0,0
360958,0,0,0,0,0,0,0,0,0,0
360959,0,0,0,0,0,0,0,0,0,0
360960,17,17,17,17,17,17,17,17,17,17
360961,0,0,0,0,0,0,0,0,0,19
360962,0,0,0,0,0,0,0,0,0,0
360963,7,7,7,7,7,7,7,7,7,7
360964,0,0,18,14,0,0,0,0,0,0
360965,0,0,20,0,0,0,0,29,0,0
360966,0,0,0,0,0,0,0,0,0,0
360967,18,18,18,18,18,18,18,18,18,18
360968,0,14,0,0,11,0,0,0,0,14
360969,23,23,23,23,23,23,23,23,23,23
360970,0,0,29,7,0,0,0,0,0,0
360971,0,0,0,0,0,0,0,0,0,0
360972,16,16,16,16,16,16,16,16,16,16
360973,0,0,0,0,0,0,0,0,0,0
360974,0,0,0,16,19,0,0,14,0,0
360975,25,0,0,0,11,9,21,0,16,0
360976,15,0,0,0,0,0,0,0,0,0
360977,0,0,0,0,0,0,0,6,0,0
360978,10,10,10,10,10,10,10,10,10,10
360979,0,0,0,0,0,0,0,0,0,0
360980,0,0,0,17,16,24,19,0,0,0
360981,0,0,0,0,17,0,14,0,0,0
360982,0,0,0,0,0,0,0,0,0,0
360983,0,0,0,0,0,0,0,0,0,4
360984,25,25,25,25,25,25,25,25,25,25
360985,8,0,0,0,0,0,0,0,22,11
360986,4,11,10,12,8,6,4,10,8,9
360987,0,0,0,0,0,0,0,0,0,0
360988,0,0,26,5,8,0,8,0,0,4
360989,0,0,0,6,0,0,0,0,19,0
360990,0,0,0,0,0,27,0,0,0,0
360991,7,7,17,7,7,23,7,7,7,7
360992,23,6,13,0,0,6,13,14,0,5
360993,19,19,19,19,19,19,19,19,19,19
360994,0,0,15,16,0,0,0,0,0,13
360995,0,0,0,0,0,0,0,0,0,0
360996,0,0,0,0,0,0,0,0,0,0
360997,0,0,0,0,0,0,0,11,0,0
360998,15,21,10,19,0,0,0,0,18,0
360999,0,0,0,20,0,0,0,0,0,0
361000,3,12,9,15,15,7,14,12,16,0
361001,24,15,17,27,12,9,14,7,13,17
361002,27,0,29,0,15,25,0,0,0,0
361003,7,14,21,22,25,12,14,24,0,26
361004,8,10,0,22,17,25,11,0,15,34
361005,15,0,15,21,0,0,3,0,0,0
370001,0,0,0,0,0,12,0,8,0,0
370002,0,28,0,0,0,0,23,0,0,0
370003,0,0,0,0,0,0,0,0,0,0
370004,0,0,0,0,0,0,0,12,0,0
370005,0,18,0,0,0,0,0,0,0,0
370006,0,0,0,0,0,0,0,0,0,0
370007,0,0,0,0,0,0,0,0,0,0
370008,0,0,0,0,31,0,0,0,15,0
370009,0,0,31,19,0,0,0,0,0,0
370010,0,10,0,0,0,0,0,0,0,0
370011,0,8,0,0,0,0,0,0,0,0
370012,0,0,0,0,0,0,0,0,0,0
370013,0,0,0,0,0,0,0,0,0,0
370014,0,0,0,0,0,0,0,0,15,0
370015,13,0,0,0,0,0,0,0,0,0
370016,0,0,0,0,0,0,0,0,0,14
370017,0,0,0,0,0,0,22,0,0,0
370018,0,0,0,0,0,0,0,0,0,0
370019,0,0,0,0,0,0,0,0,10,0
370020,0,0,0,0,0,0,0,0,0,0
370021,17,17,17,17,17,17,17,17,17,17
370022,0,0,0,0,0,0,0,0,0,0
370023,0,0,0,0,0,0,25,0,0,0
370024,0,0,0,0,0,0,0,0,0,0
370025,13,0,0,0,0,0,0,0,0,0
370026,0,0,0,0,0,0,0,0,0,0
370027,0,0,0,0,0,0,0,0,0,0
370028,0,18,0,0,0,0,0,0,31,0
370029,0,0,0,12,0,0,0,0,0,0
370030,0,0,0,0,0,0,0,0,0,0
370031,13,0,0,0,4,0,0,0,0,0
370032,0,0,0,0,18,0,0,0,0,0
370033,0,0,0,0,0,0,0,0,24,0
370034,0,0,0,0,0,0,0,0,0,0
370035,23,0,0,0,10,0,0,0,0,0
370036,7,0,0,17,0,0,14,8,0,0
370037,0,0,0,0,0,8,0,0,0,0
370038,0,0,0,0,0,0,0,0,0,0
370039,0,0,21,20,12,0,0,0,42,0
370040,0,0,0,3,0,0,0,0,0,0
370041,0,0,0,0,0,0,0,0,0,0
370042,0,0,0,12,0,0,9,0,13,0
370043,25,19,24,18,6,21,19,31,24,5
370044,17,17,17,17,17,17,17,17,17,17
370045,0,0,9,0,0,0,0,0,18,0
370046,8,8,8,8,8,8,8,8,8,8
370047,0,0,0,0,0,0,0,0,0,0
370048,0,0,0,0,0,0,0,0,0,0
370049,0,22,13,0,17,24,10,16,0,0
370050,0,0,14,0,0,0,0,0,0,27
370051,0,0,0,0,0,0,0,0,0,0
370052,0,0,0,0,0,0,15,0,0,0
370053,20,11,0,0,0,0,0,0,0,0
370054,0,1,32,0,0,0,0,0,0,0
370055,14,14,14,14,14,14,14,14,14,14
370056,0,0,26,13,0,0,0,0,0,0
370057,12,0,0,0,0,0,11,0,0,0
370058,0,0,0,0,0,0,0,0,0,0
370059,0,0,0,0,0,0,0,0,0,13
370060,0,0,0,0,0,0,0,0,0,0
370061,0,0,0,0,0,0,6,0,0,18
370062,30,30,30,30,30,30,30,30,30,30
370063,0,0,0,0,0,0,0,0,0,0
370064,27,27,27,27,27,27,27,27,27,27
370065,0,0,13,0,0,0,0,0,0,0
370066,7,7,7,7,7,7,24,7,7,9
370067,0,0,0,0,0,0,0,0,0,0
370068,0,0,0,0,0,0,0,0,0,0
370069,22,22,22,22,22,22,22,22,22,22
370070,0,0,0,0,0,0,0,0,0,0
370071,0,0,0,0,0,0,0,0,0,0
370072,18,18,18,18,18,18,18,18,18,18
370073,0,0,7,0,0,0,0,0,0,0
370074,0,0,0,0,0,0,0,0,0,0
370075,20,20,20,20,20,20,20,20,20,20
370076,0,0,0,0,14,0,0,17,0,0
370077,10,10,10,10,10,10,10,10,10,10
370078,0,0,0,0,0,6,0,0,0,0
370079,0,0,0,0,0,0,0,0,0,0
370080,0,16,0,0,0,0,0,0,0,0
370081,28,13,0,0,0,0,0,0,10,0
370082,18,12,12,16,0,0,20,24,0,13
370083,0,0,0,0,0,0,0,0,0,0
370084,14,14,14,14,14,14,14,14,14,14
370085,0,0,0,0,0,0,0,0,0,0
370086,0,0,0,0,0,14,18,11,0,14
370087,0,0,0,0,0,0,0,0,0,0
370088,0,0,0,0,0,0,0,0,0,0
370089,0,0,0,0,0,0,0,0,0,0
370090,0,9,0,0,0,0,0,0,0,0
370091,0,0,0,0,0,0,0,0,0,0
370092,0,0,0,0,0,0,0,0,0,0
370093,20,9,20,21,0,18,0,0,31,0
370094,0,0,0,0,0,0,0,0,0,0
370095,0,0,0,0,0,0,0,0,0,0
370096,0,0,0,0,0,0,0,0,0,0
370097,0,0,0,0,0,0,0,0,0,0
370098,0,0,0,0,0,12,0,7,0,0
370099,5,22,0,34,0,0,0,0,0,0
370100,0,0,0,0,0,20,0,0,0,0
370101,0,26,0,0,0,0,0,0,0,0
370102,7,7,7,7,7,7,7,7,7,7
370103,0,0,0,0,0,0,0,0,0,0
370104,6,0,0,0,0,0,0,0,0,0
370105,0,0,0,0,0,0,0,0,0,0
370106,0,0,0,0,0,0,0,0,0,0
370107,0,0,0,24,0,0,0,0,0,0
370108,0,0,0,0,0,0,0,0,0,0
370109,0,0,0,0,0,0,0,0,0,0
370110,0,0,0,0,0,0,0,0,0,0
370111,0,0,0,0,0,0,0,0,0,0
370112,20,0,0,0,0,0,0,0,0,0
370113,0,0,0,0,0,0,11,14,0,0
370114,0,0,0,0,0,0,6,0,0,25
370115,0,0,0,0,0,0,0,0,0,0
370116,0,0,0,0,0,0,0,0,0,0
370117,0,0,0,0,0,0,19,0,0,0
370118,29,29,29,29,29,29,29,29,29,29
370119,0,0,0,0,0,18,0,0,23,0
370120,0,0,0,0,0,0,0,0,0,20
370121,17,17,17,17,17,17,17,17,17,17
370122,0,0,0,0,17,0,0,8,0,0
370123,0,0,0,0,0,0,0,0,0,0
370124,0,0,0,0,0,0,0,0,0,0
370125,0,0,0,0,0,0,15,0,0,0
370126,0,0,0,0,0,0,0,0,0,0
370127,0,0,0,0,0,0,0,0,0,0
370128,0,16,0,7,0,0,0,0,0,0
370129,0,0,0,0,0,0,0,0,0,0
370130,16,16,16,16,16,16,16,16,16,16
370131,12,0,0,0,0,0,0,0,0,24
370132,0,0,0,0,0,0,0,0,0,0
370133,4,4,4,4,4,4,4,4,4,4
370134,3,0,5,0,0,0,17,11,27,19
370135,0,0,0,17,0,0,0,8,0,0
370136,0,0,0,0,0,0,0,0,0,0
370137,0,0,0,0,0,0,0,0,0,0
370138,5,31,12,17,13,18,14,20,23,20
370139,33,20,0,11,25,13,9,6,12,31
370140,20,0,12,0,0,0,18,0,0,12
370141,10,20,10,17,10,18,10,10,10,10
370142,0,0,0,0,9,0,0,0,0,13
370143,0,0,0,0,0,0,0,0,0,0
370144,0,0,0,0,0,0,0,0,0,14
370145,0,0,0,0,0,0,0,0,2,0
370146,0,0,0,0,0,0,0,0,0,0
370147,35,35,35,35,35,35,35,35,35,35
370148,0,0,6,0,0,0,0,0,0,0
370149,0,0,0,0,0,24,0,0,0,0
370150,0,0,0,0,0,0,6,0,35,0
370151,0,0,0,0,0,0,0,0,0,0
370152,12,0,8,9,9,22,0,7,0,17
370153,20,20,20,20,20,20,20,20,20,20
370154,0,0,0,0,0,0,0,0,0,0
370155,0,0,0,0,0,0,0,0,0,0
370156,22,22,22,22,22,22,22,22,22,22
370157,12,12,12,12,12,12,12,12,12,12
370158,33,17,15,22,8,17,24,7,14,14
370159,18,19,0,26,0,0,19,0,0,0
370160,0,0,0,0,27,0,0,0,0,0
370161,0,0,13,0,0,19,0,0,23,0
370162,0,0,33,0,0,0,0,0,0,21
370163,0,33,20,0,18,15,10,0,28,7
370164,0,17,21,40,15,13,13,0,24,4
370165,6,6,6,6,6,6,6,6,6,6
370166,11,11,11,11,11,11,11,11,11,11
370167,0,0,0,19,0,0,0,13,0,0
370168,2,11,2,2,2,13,2,2,2,2
370169,0,0,0,0,0,0,0,0,0,0
370170,5,0,0,0,0,0,0,0,0,0
370171,0,0,0,0,0,0,0,0,0,0
370172,0,0,0,0,0,0,0,0,0,15
370173,0,17,0,0,0,0,0,0,0,0
370174,0,0,0,0,0,0,0,0,0,0
370175,0,18,0,0,0,0,0,0,0,0
370176,0,0,0,0,0,0,0,0,0,0
370177,0,0,2,0,0,15,17,0,0,0
370178,20,0,0,0,0,0,0,0,0,0
370179,0,0,0,0,0,7,0,0,0,10
370180,17,17,17,17,17,17,17,17,17,17
370181,0,0,19,0,15,23,0,0,0,3
370182,0,0,0,7,0,0,20,20,25,0
370183,0,0,0,0,0,0,0,0,0,0
370184,0,14,0,0,7,21,11,0,6,0
370185,0,0,0,0,0,0,0,0,0,0
370186,13,13,13,13,13,13,13,13,13,13
370187,0,0,0,0,4,0,26,14,0,0
370188,0,0,0,0,29,0,0,0,0,0
