STATE,ST_CASE,YEAR,MONTH,DAY,DAY_WEEK,HOUR,MINUTE,LATITUDE,LONGITUD,TWAY_ID,TWAY_ID2,ROUTE,FUNC_SYS,FUNC_SYSNAME,RUR_URB,RUR_URBNAME,RELJCT1,RELJCT1NAME,TYP_INT,TYP_INTNAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER,WEATHERNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,SP_JUR,SP_JURNAME,NHS,NHSNAME,RD_OWNER,RD_OWNERNAME,PEDS,FATALS,PERSONS,VE_TOTAL,COUNTY,COUNTYNAME,CITY,CITYNAME
4,40102,92,2,8,7,16,38,,,SLANDSEND,,6,,,,,,,,,1,,1,,1,,9,,0,,0,,,,,,2,1,4,,19,,530,
4,40103,92,2,13,5,5,45,,,FTLOWELLRD,,6,,,,,,,,,1,,2,,2,,8,,0,,0,,,,,,1,1,3,,19,,530,
4,40104,92,2,14,6,16,40,,,242NDST,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,,,,,1,1,3,,19,,530,
4,40105,92,2,17,2,21,20,,,S12THAVE,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,,,,,1,1,2,,19,,530,
4,40127,92,3,10,3,12,41,,,EBROADWAY,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,,,,,1,1,2,,19,,530,
4,40195,92,4,19,1,13,50,,,KOLBRD,,6,,,,,,,,,1,,1,,1,,9,,0,,0,,,,,,1,1,2,,19,,530,
4,40197,92,4,19,1,20,2,,,CRAYCROFT,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,,,,,1,1,2,,19,,530,
4,40277,92,6,2,3,9,40,,,NCAMPBELL,,6,,,,,,,,,1,,1,,1,,9,,0,,0,,,,,,1,1,2,,19,,530,
4,40317,92,6,24,4,20,47,,,EBROADWAY,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,,,,,1,1,3,,19,,530,
4,40409,92,8,10,2,22,37,,,EAVIATION,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,,,,,2,1,3,,19,,530,
4,40414,92,8,13,5,21,40,,,CRAYCROFT,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,,,,,2,1,3,,19,,530,
4,40484,92,9,13,1,1,26,,,IRVINGTON,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,,,,,1,1,2,,19,,530,
4,40496,92,9,20,1,23,23,,,SALVERNON,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,,,,,1,1,2,,19,,530,
4,40498,92,9,21,2,16,40,,,B10,,3,,,,,,,,,1,,1,,1,,8,,0,,0,,,,,,1,1,2,,19,,530,
4,40532,92,10,11,1,19,59,,,E22NDST,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,,,,,1,1,3,,19,,530,
4,40581,92,9,9,4,20,24,,,89,,2,,,,,,,,,1,,3,,1,,8,,0,,0,,,,,,1,1,2,,19,,530,
4,40617,92,8,17,2,15,40,,,WCONGRESS,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,,,,,1,1,2,,19,,530,
4,40624,92,11,8,1,13,57,,,WKELSOST,,6,,,,,,,,,1,,1,,1,,9,,0,,0,,,,,,1,1,3,,19,,530,
4,40625,92,11,13,6,18,5,,,GRANDEAV,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,,,,,1,1,2,,19,,530,
4,40644,92,12,9,4,17,56,,,S6THAVE,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,,,,,1,1,2,,19,,530,
4,40668,92,12,26,7,23,20,,,I10,,1,,,,,,,,,1,,2,,1,,8,,0,,0,,,,,,1,1,2,,19,,530,
4,40067,93,2,21,1,22,52,,,SALVERNON,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,,,,,1,1,2,,19,,530,
4,40083,93,3,5,6,15,20,,,E22NDST,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,,,,,1,1,2,,19,,530,
4,40103,93,3,20,7,7,10,,,ESPEEDWAY,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,,,,,2,1,3,,19,,530,
4,40119,93,3,27,7,19,49,,,E5THST,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,,,,,1,1,3,,19,,530,
4,40120,93,3,27,7,20,0,,,I19,,1,,,,,,,,,1,,2,,1,,8,,0,,0,,,,,,1,1,3,,19,,530,
4,40150,93,4,3,7,20,45,,,E6THST,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,,,,,1,1,2,,19,,530,
4,40222,93,5,10,2,21,57,,,EGLENNST,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,,,,,1,1,6,,19,,530,
4,40261,93,6,4,6,20,31,,,PARKAVE,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,,,,,1,1,2,,19,,530,
4,40390,93,8,2,2,15,1,,,ESPEEDWAY,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,,,,,1,1,2,,19,,530,
4,40391,93,8,2,2,16,3,,,S6THAVE,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,,,,,1,1,3,,19,,530,
4,40486,93,10,8,6,19,39,,,PRINCERD,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,,,,,1,1,2,,19,,530,
4,40493,93,10,16,7,22,44,,,19,,3,,,,,,,,,1,,2,,1,,8,,0,,0,,,,,,1,1,3,,19,,530,
4,40515,93,11,20,7,15,57,,,6TH AVE,,6,,,,,,,,,6,,1,,1,,8,,0,,0,,,,,,3,1,5,,19,,530,
4,40526,93,11,17,4,7,30,,,I10,,1,,,,,,,,,2,,1,,1,,14,,0,,0,,,,,,1,1,2,,19,,530,
4,40547,93,8,26,5,15,3,,,BROADWAY,,5,,,,,,,,,1,,1,,1,,9,,0,,0,,,,,,1,1,2,,19,,530,
4,40549,93,8,28,7,3,30,,,GOLFLINKS,,6,,,,,,,,,1,,2,,2,,8,,0,,0,,,,,,1,1,2,,19,,530,
4,40573,93,9,7,3,6,20,,,22ND ST,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,,,,,1,1,3,,19,,530,
4,40590,93,9,13,2,11,10,,,WILMOT RD,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,,,,,1,1,2,,19,,530,
4,40657,93,11,27,7,18,45,,,S PANTANO,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,,,,,1,1,2,,19,,530,
4,40658,93,11,30,3,0,14,,,W 1ST AVE,,6,,,,,,,,,1,,3,,1,,9,,0,,0,,,,,,1,1,4,,19,,530,
4,40014,94,1,15,7,0,30,,,GOLF LINKS,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40040,94,1,29,7,0,58,,,AJO WAY,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40055,94,2,4,6,22,49,,,COUNTRYCLB,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40241,94,5,1,1,20,45,,,NOGALESHWY,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40322,94,6,18,7,20,6,,,29TH ST,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,3,,19,,530,
4,40457,94,8,25,5,15,59,,,TETON RD,,6,,,,,,,,,1,,1,,1,,10,,0,,0,,0,,,,2,1,3,,19,,530,
4,40488,94,9,10,7,15,2,,,MAIN,,6,,,,,,,,,1,,1,,1,,9,,0,,0,,0,,,,1,1,2,,19,,530,
4,40575,94,10,11,3,17,11,,,KOLB RD,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40626,94,11,6,1,19,5,,,COUNTRYCLB,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40694,94,12,7,4,22,20,,,FTLOWELLRD,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,4,,19,,530,
4,40702,94,12,11,1,10,0,,,KOLB RD,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,1,,,,1,1,4,,19,,530,
4,40708,94,12,13,3,16,34,,,SPEEDWAYBL,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40820,94,11,4,6,19,11,,,DRACHMANST,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40183,95,3,29,4,20,9,,,DRACHMAN,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40188,95,3,30,5,21,26,,,BROADWAYBL,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40230,95,4,20,5,15,36,,,CONGRESSST,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,3,,19,,530,
4,40250,95,5,4,5,21,58,,,B19,,3,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40280,95,5,21,1,20,18,,,86,,3,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40285,95,5,22,2,20,30,,,22ND ST,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40375,95,6,27,3,21,58,,,ORACLE,,6,,,,,,,,,1,,3,,1,,9,,0,,0,,1,,,,1,1,2,,19,,530,
4,40392,95,7,6,5,14,48,,,I40,,1,,,,,,,,,8,,1,,1,,8,,0,,0,,1,,,,2,2,3,,19,,530,
4,40509,95,8,6,1,17,38,,,FLOWINGWLS,,6,,,,,,,,,4,,1,,1,,8,,0,,0,,0,,,,1,1,3,,19,,530,
4,40617,95,10,6,6,15,59,,,SPEEDWAYBL,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40738,95,11,11,7,20,30,,,BROADWAYBL,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,2,1,3,,19,,530,
4,40792,95,12,5,3,19,16,,,77,,3,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40849,95,11,1,4,6,34,,,CRAYCROFT,,6,,,,,,,,,1,,4,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40936,95,8,14,2,0,30,,,GRANT RD,,6,,,,,,,,,1,,3,,2,,15,,0,,0,,1,,,,1,1,3,,19,,530,
4,40944,95,11,4,7,17,43,,,77,,3,,,,,,,,,1,,1,,1,,8,,0,,0,,1,,,,1,1,5,,19,,530,
4,40051,96,2,3,7,13,13,,,STONE AV,,6,,,,,,,,,3,,1,,1,,9,,0,,0,,0,,,,1,1,2,,19,,530,
4,40057,96,2,7,4,22,33,,,SPEEDWAYBL,,6,,,,,,,,,9,,2,,1,,99,,0,,0,,0,,,,1,1,3,,19,,530,
4,40061,96,2,9,6,8,20,,,22ND ST,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40074,96,2,16,6,23,35,,,I10,,1,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40123,96,3,11,2,15,29,,,FIRST AV,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40177,96,2,4,1,0,30,,,I19,,1,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,3,,19,,530,
4,40180,96,2,14,4,19,0,,,PRINCE RD,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,3,,19,,530,
4,40256,96,4,28,1,15,8,,,22ND ST,,6,,,,,,,,,1,,1,,1,,9,,0,,0,,0,,,,1,1,5,,19,,530,
4,40294,96,5,16,5,9,50,,,I10,,1,,,,,,,,,1,,1,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40357,96,6,13,5,16,45,,,I19,,1,,,,,,,,,1,,1,,1,,9,,0,,0,,1,,,,1,1,2,,19,,530,
4,40383,96,6,28,6,1,5,,,I10,,1,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,6,,19,,530,
4,40425,96,7,13,7,21,54,,,22ND ST,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40433,96,7,19,6,0,40,,,VALENCIARD,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40445,96,7,20,7,21,35,,,SPEEDWAYBL,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,5,,19,,530,
4,40482,96,8,6,3,16,58,,,29TH ST,,6,,,,,,,,,4,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40517,96,8,24,7,21,21,,,RILLITO,,6,,,,,,,,,1,,3,,1,,9,,0,,0,,0,,,,3,1,4,,19,,530,
4,40525,96,8,28,4,11,28,,,UNKNOWN,,6,,,,,,,,,1,,1,,1,,15,,0,,0,,0,,,,1,1,2,,19,,530,
4,40652,96,9,10,3,20,15,,,GRANT RD,,6,,,,,,,,,1,,9,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40720,96,11,19,3,5,24,,,2ND ST,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40773,96,10,27,1,20,29,,,TANQUE VRD,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40778,96,11,5,3,9,45,,,86,,3,,,,,,,,,1,,1,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40782,96,11,14,5,22,30,,,22ND ST,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40784,96,11,21,5,19,47,,,22ND ST,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40785,96,11,23,7,6,21,,,FREEWAY,,6,,,,,,,,,1,,2,,9,,9,,0,,0,,0,,,,1,1,2,,19,,530,
4,40022,97,1,9,5,7,29,,,ORACLE RD,,6,,,,,,,,,1,,1,,1,,15,,0,,0,,1,,,,1,1,2,,19,,530,
4,40037,97,1,19,1,21,55,,,ORACLE,,6,,,,,,,,,1,,1,,1,,9,,0,,0,,1,,,,1,1,2,,19,,530,
4,40061,97,1,30,5,20,47,,,22ND ST,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40092,97,2,12,4,21,19,,,IRVINGTON,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40164,97,3,21,6,22,28,,,9999999999,,6,,,,,,,,,1,,2,,1,,9,,0,,0,,0,,,,1,1,2,,19,,530,
4,40174,97,3,25,3,19,54,,,ROGER RD,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40228,97,4,20,1,2,0,,,ANKLAM RD,,6,,,,,,,,,1,,9,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40231,97,4,21,2,17,30,,,SILVERBELL,,6,,,,,,,,,1,,1,,1,,9,,0,,0,,0,,,,1,1,2,,19,,530,
4,40305,97,5,28,4,20,12,,,PANTANO RD,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40368,97,7,4,6,2,10,,,77,,3,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40378,97,7,8,3,22,3,,,22ND ST,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40386,97,7,11,6,23,36,,,GRANT RD,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,3,,19,,530,
4,40388,97,7,13,1,6,20,,,KOLB RD,,6,,,,,,,,,4,,1,,1,,8,,0,,0,,1,,,,1,1,3,,19,,530,
4,40519,97,9,25,5,21,28,,,19B,,3,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40662,97,11,5,4,8,50,,,LCMODCERRO,,6,,,,,,,,,1,,1,,1,,9,,0,,0,,0,,,,1,1,2,,19,,530,
4,40826,97,12,30,3,6,52,,,BROADWAYBL,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,3,,19,,530,
4,40024,1998,1,11,1,9,48,,,ORACLE RD,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,1,,,,1,1,4,,19,,530,
4,40049,1998,1,27,3,18,32,,,ST MARYS RD,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,3,,19,,530,
4,40060,1998,2,1,1,18,10,,,I-10,,1,,,,,,,,,1,,5,,1,,12,,4,,0,,1,,,,1,1,4,,19,,530,
4,40108,1998,2,27,6,20,55,,,EUCLID AV,,6,,,,,,,,,1,,3,,1,,9,,0,,0,,0,,,,1,1,2,,19,,530,
4,40130,1998,3,9,2,9,25,,,SR-10B,,3,,,,,,,,,4,,1,,1,,45,,0,,0,,0,,,,1,1,2,,19,,530,
4,40203,1998,4,22,4,23,19,,,GRANT RD,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40242,1998,5,2,7,0,4,,,FORT LOWELL RD,,6,,,,,,,,,4,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40274,1998,5,18,2,14,15,,,SILVERBELL RD,,6,,,,,,,,,4,,1,,1,,8,,0,,0,,0,,,,3,1,4,,19,,530,
4,40348,1998,6,14,1,21,30,,,STONE AV,,6,,,,,,,,,99,,5,,1,,18,,0,,0,,0,,,,1,1,2,,19,,530,
4,40400,1998,8,24,2,22,8,,,12TH AVE,,6,,,,,,,,,1,,2,,2,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40435,1998,7,24,6,5,26,,,SPEEDWAY BLVD,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40451,1998,7,29,4,8,5,,,FT LOWELL RD,,6,,,,,,,,,4,,1,,1,,18,,0,,0,,0,,,,1,1,2,,19,,530,
4,40520,1998,8,26,4,17,7,,,PALO VERDE RD,,6,,,,,,,,,3,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40602,1998,9,14,2,10,24,,,ALVERNON WAY,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40653,1998,11,16,2,18,21,,,PALO VERDE RD,,4,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40678,1998,12,1,3,22,49,,,1ST AV,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40756,1998,12,13,1,20,55,,,SR-10B,,3,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40857,1998,12,5,7,19,22,,,1ST AV,,6,,,,,,,,,1,,3,,2,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40006,1999,1,3,1,0,6,88888888,888888888,SR-19B,,3,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40093,1999,2,13,7,20,45,88888888,888888888,IRVINGTON RD,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,3,,19,,530,
4,40137,1999,3,1,2,19,30,88888888,888888888,ALVERNON WAY,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40323,1999,1,16,7,18,10,88888888,888888888,SPEEDWAY BLVD,,6,,,,,,,,,1,,5,,1,,8,,0,,0,,0,,,,1,1,6,,19,,530,
4,40325,1999,1,25,2,19,38,88888888,888888888,SPEEDWAY BLVD,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40351,1999,5,7,6,22,25,88888888,888888888,DREXEL RD,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,5,,19,,530,
4,40366,1999,5,15,7,20,36,88888888,888888888,SR-19B,,3,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,4,,19,,530,
4,40394,1999,6,3,5,22,30,88888888,888888888,SWAN RD,,6,,,,,,,,,1,,3,,1,,9,,0,,0,,0,,,,1,1,4,,19,,530,
4,40443,1999,7,6,3,10,46,88888888,888888888,CAMPBELL AV,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40447,1999,7,7,4,21,41,88888888,888888888,SR-77,,3,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40497,1999,8,9,2,14,53,88888888,888888888,SPEEDWAY BLVD,,6,,,,,,,,,1,,1,,1,,9,,0,,0,,0,,,,1,1,3,,19,,530,
4,40498,1999,8,10,3,15,25,88888888,888888888,COLUMBUS BLVD,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40548,1999,9,12,1,21,14,88888888,888888888,CALLE ALVORD,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40619,1999,9,6,2,19,45,88888888,888888888,22ND ST,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40682,1999,10,6,4,4,25,88888888,888888888,FT LOWELL RD,,6,,,,,,,,,4,,2,,1,,33,,0,,0,,0,,,,1,1,3,,19,,530,
4,40795,1999,12,1,4,19,11,88888888,888888888,22ND ST,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,3,,19,,530,
4,40803,1999,12,8,4,16,5,88888888,888888888,BROADWAY BL,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40009,2000,1,1,7,21,15,88888888,888888888,SR-19B,,3,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,5,,19,,530,
4,40012,2000,1,5,4,18,8,88888888,888888888,SPEEDWAY BLVC,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40078,2000,2,11,6,10,9,88888888,888888888,PRINCE RD,,6,,,,,,,,,1,,1,,1,,10,,0,,0,,0,,,,1,1,2,,19,,530,
4,40141,2000,3,11,7,19,21,88888888,888888888,PRINCE RD,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40155,2000,3,18,7,18,11,88888888,888888888,STONE AV,,6,,,,,,,,,1,,1,,1,,9,,0,,0,,0,,,,1,1,2,,19,,530,
4,40236,2000,4,26,4,17,36,88888888,888888888,SPEEDWAY BLVD,,6,,,,,,,,,4,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40318,2000,3,12,1,5,58,88888888,888888888,CRAYCROFT RD,,6,,,,,,,,,1,,3,,1,,9,,0,,0,,0,,,,1,1,2,,19,,530,
4,40319,2000,3,14,3,20,58,88888888,888888888,GRANT RD,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40342,2000,6,3,7,21,47,88888888,888888888,SR-19B,,3,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,4,,19,,530,
4,40389,2000,6,29,5,20,10,88888888,888888888,PRINCE RD,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40416,2000,7,3,2,22,23,88888888,888888888,FT LOWELL RD,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,3,,19,,530,
4,40576,2000,9,21,5,6,44,88888888,888888888,35TH ST,,6,,,,,,,,,1,,1,,1,,15,,0,,0,,0,,,,1,1,2,,19,,530,
4,40614,2000,10,9,2,13,17,88888888,888888888,22ND ST,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40658,2000,10,31,3,17,10,88888888,888888888,BROADWAY BLVD,,6,,,,,,,,,4,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40684,2000,8,31,5,22,45,88888888,888888888,PALO VERDE RD,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,6,,19,,530,
4,40782,2000,12,4,2,17,1,88888888,888888888,STONE AV,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40848,2000,10,31,3,99,99,88888888,888888888,22ND ST,,6,,,,,,,,,99,,9,,9,,8,,0,,0,,0,,,,1,1,2,,19,,530,
